JOB TITLE,COMPANY NAME,VACANCY,JOB RESPONSIBILITIES,JOB CONTEXT,EMPLOYMENT STATUS,EXPERIENCE,GENDER,AGE,JOB LOCATION,EDUCATIONAL REQUIREMENTS,ADDITIONAL REQUIREMENTS,SALARY,COMPENSATION & AND OTHER BENEFITS,PUBLISHED ON,APPLICATION DEADLINE
Senior iOS Developer,Appnap Technologies Ltd. ,"
                                                                Not specific
                                                                ","
Plan, design and implement applications for iOS.Monitor the performance, quality, and responsiveness of company's applications.Work with the rest of the team to define, design, and develop new features.Identify process bottlenecks.Find and fix bugs in a timely manner.Suggest improvement for the current processes.
","
                                                            Appnap Technologies Ltd. is a software company. We don`t work for clients, but only develop our own apps, mostly for Apple users. Our audience is wildly international. We`re a global reality. You`ll be working on products used by hundreds of thousands of people all around the world. The quality of your work will make a decisive difference both to the users and to Appnap. You`ll get the chance to learn (and teach too!) some of the brightest and most skilled people you`ll ever meet. Your talent is going to blossom here.
                                                        ","
                                                                Full-time
                                                            ","
 4 to 8 year(s)
                                                                    ",,"
 Age 22 to 40 years
                                                                    ","
 Dhaka
                                                                    ","
Diploma in Computer in CSE, Bachelor of Science (BSc) in Computer Science & Engineering, Master of Science (MSc) in Computer Science & EngineeringCandidates with foreign degrees are also encouraged to apply.North South University students will also get preferenceAny other reputed public or private university approved by UGC of Bangladesh
Bangladesh University of Engineering and Technology,Chittagong University of Engineering and Technology,Rajshahi University of Engineering and Technology,Ahsanullah University of Science and Technology,BRAC University students will get preference
Skills Required: AudioToolbox, AVFoundation, Cocoapods, Core Graphics framework, Git Version Control System, Swift
","
Age 22 to 40 years 
Proficiency in Swift.Professional experience of minimum 4 years developing iOS applications.Strong knowledge in native iOS mobile software development.Experience of AVFoundation, AudioToolbox, the Core Graphics framework.Mobile app-oriented design patterns (MVVM, Reactive).Experience with continuous integration techniques and tools (Fastlane, Bamboo).Experience in automated testing practices and tools (XCTest, Snapshot tests).Experience in building modular code and third-party dependency management (Cocoapods)Knowledge of performance limits and characteristics.Knowledge of RESTful APIs to connect to back-end services.Understanding of UI design and a user-oriented focus.Suggest improvement for the current processes.Experience with CocoaPods.Proficient understanding of code versioning tools such as Git.
","
 Tk. 70000 - 100000 (Monthly)
                                                                    ","
Performance bonus, Weekly 2 holidaysLunch Facilities: Full SubsidizeSalary Review: YearlyFestival Bonus: 2World-class working environment.Snacks offered by office.Recreation facility (Home theatre and Play Station 4 Pro).Yearly official tour.Casual leave, Sick Leave, Annual Leave and public holidays as gazette by the government and organization's decision.
","
 Oct 22, 2019
                                                                        ","
 Nov 21, 2019
                                                                        "
