JOB TITLE,COMPANY NAME,VACANCY,JOB RESPONSIBILITIES,JOB CONTEXT,EMPLOYMENT STATUS,EXPERIENCE,GENDER,AGE,JOB LOCATION,EDUCATIONAL REQUIREMENTS,ADDITIONAL REQUIREMENTS,SALARY,COMPENSATION & AND OTHER BENEFITS,PUBLISHED ON,APPLICATION DEADLINE
Senior PHP Developer,XpeedStudio ,"
                                                                4
                                                                ","Strong knowledge in OOP, MVC, Namespace, Traits & Design Patterns
Must have expertise in RAW PHP Programming.
Advanced knowledge of Javascript.
Ability to build and consume modern RESTful web services.
Develop enterprise-level application development with WordPress platform.
Writing codes with Vue.js, React.js."," 
                                                            We are looking for Senior Software Engineers with 3+ years of experience. You must be a problem solver.
                                                        ","
                                                                Full-time
                                                            ","
 At least 3 year(s)
                                                                    ","
 Both males and females are allowed to apply
                                                                    ","
 Age 21 to 38 years
                                                                    ","
 Dhaka (Mohammadpur)
                                                                    ","
Bachelor of Science (BSc), Master of Science (MSc)Preferably CSE Background.
For the people who have at least 4+ years, Educational qualification may be compromised.
Skills Required:  Core PHP,  CSS3 and UI,  WordPress, JavaScript, PHP(OOP), Wordpress Plugin Development, wordpress theme development
","
Age 21 to 38 years 
Both males and females are allowed to apply
Excellent command of written English.
Must have to obey company rules and follow the instructions of the team leader.
Must be initiative, creative, innovative, quick learner and a team player.
","
 Tk. 60000 - 100000 (Monthly)
                                                                    ","
Performance bonus, Weekly 2 holidaysSalary Review: Half YearlyFestival Bonus: 2Salary on right time
Two festival bonus (According to the company policy)
Training and learning materials to improve skills.
Lunch and snacks will be provided from the office.
Unlimited tea and coffee.
Monthly Buffet
Fun, Relaxed Working Environment
Yearly Tour
","
 Oct 24, 2019
                                                                        ","
 Nov 23, 2019
                                                                        "
