JOB TITLE,COMPANY NAME,VACANCY,JOB RESPONSIBILITIES,JOB CONTEXT,EMPLOYMENT STATUS,EXPERIENCE,GENDER,AGE,JOB LOCATION,EDUCATIONAL REQUIREMENTS,ADDITIONAL REQUIREMENTS,SALARY,COMPENSATION & AND OTHER BENEFITS,PUBLISHED ON,APPLICATION DEADLINE
Laravel Developer,CloudCoder Limited ,"
                                                                03
                                                                ","
Software DevelopmentHands-on experience with HTML CSS (SASS) is a mustResponsive designGit & Version controlIntegrating third party APIs & Web-services is essentialFamiliarity with REST APIs, JSONIncluding OOP php (Laravel), Ajax, JavaScript, jQuery, MySQL (Standard coding convention)
", ,"
                                                                Full-time
                                                            ","
 1 to 2 year(s)
                                                                    ","
 Only males are allowed to apply
                                                                    ","
 Age 23 to 32 years
                                                                    ","
 Anywhere in Bangladesh
                                                                    ","
Bachelor in Engineering (BEngg)
Skills Required:  Laravel Framework, Angular, Angular.js, Laravel, Laravel Development, NodeJS
","
Age 23 to 32 years 
Only males are allowed to apply
","
 Negotiable
                                                                    ","
Lunch Facilities: Partially SubsidizeSalary Review: YearlyFestival Bonus: 2
","
 Oct 9, 2019
                                                                        ","
 Nov 6, 2019
                                                                        "
