JOB TITLE,COMPANY NAME,VACANCY,EMPLOYMENT STATUS,EXPERIENCE,GENDER,AGE,JOB LOCATION,JOB RESPONSIBILITIES,EDUCATIONAL REQUIREMENTS,ADDITIONAL REQUIREMENTS,SALARY,COMPENSATION & AND OTHER BENEFITS,PUBLISHED ON,APPLICATION DEADLINE
System Engineer,ASAI Management Services Limited ,"
                                                                1
                                                                ","
                                                                Full-time
                                                            ","
 At least 3 year(s)
                                                                    ",,"
 Age at most 35 years
                                                                    ","
 Dhaka
                                                                    ","
                                                            ASAI Management Services Ltd. (AMSL) is a fully owned entity of ASA International Group PLC (ASAI), a multinational conglomerate enlisted in London Stock Exchange. ASAI delivers microfinance services to 1.5 million clients in 13 countries in Asia and Africa. Among other services, AMSL also develops, implements and maintains all software necessary for entities of ASAI in different countries. AMSL IT team is comprised of 25 professionals divided into Programming, Quality Assurance, Implementation Management, and Infrastructure Management teams. System Engineers works within the infrastructure team. Along with other team members a System Engineer works for keeping the ICT infrastructure up and running at an expected level.
                                                        ","
M.Sc/ B.Sc in EEE, CSE, CS, ICT, ETE, discipline from well reputed university.Certifications:Networking: CCNP (R&S or DC or Security) Equivalent or HigherSystem: Windows  Platform (MCSA or Higher)Certification on Fortinet Firewall, Sophos Antivirus Security ProductsCloud: Certification on AWS/Azure
","
Age at most 35 years 
Hands on Working experience on System Infrastructure especially on Virtualization, Windows OS, Cloud Platform, Networking, Security and Cyber-Security, Backup, LAN and WLAN Solution, and successful communication with vendors and other stake holders.System Deployment Knowledge: Installing and configuring Windows OS, Basic setup, Licensing, Backup, Dynamic RAM, Shared HDD, Cluster, Replication, HDD Partitioning, Raid Controller, NIC Teaming, Update and Patch Management, Centralize Management, Snapshot, Log Management, Reading Logs and Events etc.Network-System Design: Making Network Diagram, and use design tools to update diagramsNetworking Skills: Basic Networking skills such as IP address, VLAN, Routing, L2 and L3 Switching etc.Licensing and Subscription: Windows OS (Server and PC, SQL) licensing, Microsoft Office Licensing, Antivirus and Firewall Subscription and other software's license and subscriptions.Product Knowledge: Cisco Layer 2 and Layer 3 Switches, Router, Firewall, Fortinet Firewall, Server and Storage, Wireless Products, Attendance Terminals, Product Licensing, RMA, Warranty informationSecurity Skills: Basic Knowledge on Firewall Configuration, Policy Creating, VPN, SSL VPN, IPSEC VPN, URL filtering, SIEM, Application Control, Web Application firewall operation, firewall Cluster(Active-Standby), Firewall licensing, Load Balancing, Bandwidth Control, NAT/Port Forwarding report and log monitoring, Configuration Backup and restore, SSL Certificates, Centralized Antivirus Operation, Creating and applying policy, report creation, log management, Control etc.Server and Storage: Understanding Server components (RAM, HDD, Motherboard, NIC, Cabling, Warranty, OS installation, BIOS, NIC Teaming, Virtualization (Hyper-V/VMware), Virtual machines create, Operation, troubleshoot, Snapshot, Nested VM, Resource Monitoring, Dynamic Resource assignment, Clustering, Hyper-V Cluster, Application Cluster, Shared Storage, iSCSI, FC storage, Data Import/Export, Remote management and monitoring etc. Cloud Computing Skills: Knowledge regarding cloud services such as AWS, Azure etc. Cloud DC/DR solution. Cloud solution design, Implementation, Support and operation. Good knowledge on cloud platforms will add advantages. Monitoring System: Good knowledge on Monitoring System, Operation, understating Logs, Creating reports, alarm handling and Deployment skillsDomain Controller: Good knowledge on Active Directory(AD-DS), DFS, File Server, Windows Update Service, Sharing Service, NTP, Centrally Manage System, Replication, DRS, DNS, backup, Tree-Forest.Excellent written & verbal communication skill in English Good problem solving skills.Self-motivated and self-learning skillsDocumentation skills
","
 Negotiable
                                                                    ","
Provident fund, GratuityFestival Bonus: 2Boishkhai allowance
","
 Oct 27, 2019
                                                                        ","
 Nov 11, 2019
                                                                        "
